msno,city,bd,gender,registered_via,registration_init_time
I1AT9lMkI9PFduVdmqpzvHTDNLANDcKUiTErseVmlec=,1,0,,7,20131027
J9nunCeGqqLRE/+PJd5x/IMxLK4ScNQu8nBqE7BDbZI=,1,0,,7,20160706
Rdo+b+zGAVfWudNJvg61ahzJS1BX+RY0FfX8mWa0VZ8=,1,0,,7,20140213
SEefVTvIGZTkIpWvzQLZlwQTp1mVqAP3AwsR9PgJLv4=,5,22,female,9,20120408
SNZyP2XlKpy9XfzBbPdEW/7M1tc1C0eZl5VX0s+x3Lc=,13,52,male,9,20120116
WU+Ho3Cxzf60rgkgs8si9D+PzOJkQpxkDeW7HleeHOI=,1,0,,7,20161017
Xd5/XGnHPP7RVOKILQm3TJXE+Q2en8ypKNmFJMc1rA4=,3,37,male,3,20140328
Z+RCe3VQ1wVvcWc+NkoS5WOjm+NBaO2tDe/6OmqtaXE=,22,23,male,9,20100327
cTWJf4DJ7glxRtLbQzfhh5xjUoSQ4UKxs4GLqUf9GCA=,1,0,,7,20130114
exNQThzR3DVKByeJk64Uy6rVSxK36FdkmgJBJxJRdCw=,8,35,female,9,20110618
l1J3xlBYWR5w1SD5vNEEVAGycZ6TB4NTkBPmPjf6XRs=,1,0,,7,20151109
na21vA65q+dH6ehPcZpU6RoiU3sycMqLIdrGpyqzDJE=,13,0,female,4,20160121
/OrkK+agRQCMhB2GK3KctomRLGCQuWxUqw9ml1eQNog=,11,22,male,9,20090401
2K9WU+gtovPSk4x/J0sHLXGATVZJguBTSvdsv0AjbjQ=,14,23,female,9,20140205
3BsOGmc0CG7n3Bd6sCTBzWGPP+qsnB616H8snK3mV1s=,14,29,male,9,20101128
86cKVXcTwfDEam7BEip402lmEJf9LRsVYChj9QcDApM=,15,41,male,9,20070417
DkPwxRm8ZkuXFUDZnu0K2d7/fpcvMiKz85K+8V2f900=,1,0,,4,20160121
JvEkS6dCr/d7aFAh65uKfXHxuLs0nLwPjovq+gp6Gj8=,1,0,,7,20140719
O5vtoLGFApCh2nbZDYXvzlxfCszpLh9XsX1DSXZZ584=,1,0,,7,20160331
Ot3xdrqD+ZpKVLK76cRBV3wvrHHFTHLq/97SOFdS5OI=,22,30,female,7,20110921
TDV7H5pB1oFJWFlJRAoQJFac/8j5Ik/cXv6QeWUdJRo=,1,0,,7,20160806
b5k4Gli+QMW4EnYG9Yd1iYOxp/ORYnhEgbi83y+v0w0=,6,21,female,9,20120702
in9s3WtP9yx2JwXq1SxDqM9D3xSGQo3fu5FUU5Bj0v4=,1,0,,7,20120430
rt+I+cFqSfUQUvspoi1C1OXbYT9jQt5tDyfl9F7HNfY=,8,31,male,9,20120925
s86VbkdGUM5S/YymNeBDu89aFK+/eGcoZfvrJqBgIvI=,13,25,male,9,20111226
s8XoNsWsKm8HUAoYN2DzjD4phOuXMtwcjpAQ3+nTpa8=,8,31,male,9,20090315
up+DI58F5HYlVdJ0C+r23MjmNXuXCONeQf4klqR1ySE=,5,34,male,9,20060627
vCAvcwyO9u/oHqlfntbs+mGcDXWp8mBnZQr50oaMvoE=,1,0,,7,20101229
vr5rlAPv0vwZsnZIB3R45bdNmn5Bj8N4krKu4BJKCjY=,14,38,female,9,20051127
2zdqR2h1X2f1rEWDGkLSuvZaR31vm7h1asQum+Prr1U=,5,40,male,9,20101130
4S0856f6+Wy9328ol91uM7qKALWDH6ON4Z7gEa5vaQo=,22,28,male,7,20130703
7vE9qXAn7f3OljQBVXHPXnUSZByhq2rMMCPlTU6fxdQ=,1,0,,3,20130625
EVFfF9jTBdWevM6Ov4yt2BcKLh1DwKn4Ae1T9UAbUQc=,10,0,,9,20160429
GZMYW1cbALBDAUAAT7SisZys9pxcnwOZUrVGY2/mu7w=,1,0,,7,20160424
NobHyuJBgow+tTuC8qL7eHP+WonZPTOgPyYiNZ8R178=,13,30,male,9,20081101
RGuc6Nbd8ImNn6gIeFOrC9pJWv3Q9spFHGRrO49zAjc=,1,0,,7,20151217
UGW8NgeW9oKKeE8Hr9Lc3L04K7QjVxMJUSxtKxXSFjg=,5,32,male,9,20070618
WQzxI3Jki4g4YsLJ8JIhO/NH27jwa6ykmqXD9RgWMLA=,1,0,,7,20131211
X2GawL5TC+Q6URHOq243kk9wE6Iw/eIsUZZklWukjLA=,13,17,female,3,20120404
YIrCTeMXgvt5WkUBhXQu+12UkbScCE2qPApy5tB6stg=,13,34,female,9,20100325
ZJtjnWVM5G3yBhj/A7pqARw3/tIzOO/jDG37QnQmenk=,1,29,male,3,20140814
g5imfVFBebpZotfWB4b7NKZDC8kzir+ZsDeGlM+LIec=,5,26,female,9,20070825
xSawIj+WkRr41Wn4cu+iUk5O4yiaa/EWP+a8Uy0CvM0=,18,22,male,7,20130923
0ZfEQZoOAd/HFDF+Q/WC+/l7dqcXoZ1Xq8bdhHZdhko=,1,0,,9,20150601
4/vVgLknAvlAqcAa6ke3q5oohcLlI0KqBnttTl1F8G8=,1,0,,7,20130926
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,22,25,female,7,20120228
I/k8Rl/1DA5QRLEEEtzUYUsdq+5gxYEd9DRlAKsd2LM=,13,24,male,9,20080921
PRmx+esmErLIA+NSfBZJA8gsJ9RBiHbCbOCsBrybimQ=,13,21,male,9,20150521
VLMHRO/LD0sia9Qc+0cQr+CPJiAP4+5r5hVYRjs2dis=,15,106,male,9,20120302
W4qUlJ478n/1UAl6WXhegTvSPRbKtVsizpQIFupLGhk=,16,28,male,9,20060222
ZEDwjKRBQXESRuQD3V2mSC7CCu/yVAA4osgufT9rwLw=,5,28,male,9,20100423
e60+TmPcGl9JggdqqnVvuFemmopCH9CxxCUlGOZlIyg=,14,29,female,9,20110511
exBQ4HJ4imWPtul/kxfWihuAaciR37eFihbloTBsFM8=,13,28,male,7,20160416
fO42iTLF9i9TDSuy3DGzb90Sueam5/6ELKreT6B1pNc=,1,0,,7,20160615
h8xEf0uTl1J90JFfx416NYZVV2xuPrgA+GUzzOvbDkE=,14,26,male,9,20141125
hfxkyvgumBVcTidsEJOtfAwxCdgHh1zYTy7L1UCVQ7U=,14,28,female,3,20111217
l25ZvFt2qNeoolsoHlpLaeY8fzHOH3dKhTw31TSfN8Q=,14,22,male,7,20160605
xY8nPjm/RfDfoTgHwtrYRviTLmM1FKJDUHBgEaYqG5s=,15,33,female,9,20051025
zH+uaQBIWB9GppZRMZukTQbNvTKGP9uAhs5Eh30TYtY=,13,18,female,3,20130731
4zOZNcW21WLi+rcpEu4lQ8kvfYg6KPEpnWAWLVJpt00=,1,0,,7,20110530
5CHjaC3ibSvEcAgEo77M0vqKzAYpfJuqxC7a/EKqbSk=,13,27,female,7,20110330
5NvZt55C6DOfH0p28bTi4inThD8vJkf4ADYLsWPCybg=,1,0,,7,20160310
BhpT+OJ4sWyrh8hqFeqBnGHxd4Iqhx22oCFjlTRG/Ow=,1,0,,7,20160226
E7wUQcE5en53ah2RSV6ansqY9WRRwUcdTl4ix4gp0tI=,1,0,,7,20130117
Hr7adkVzRB9W8PK9j3CWfYA+ZncvIsVqD2qRewDrhCw=,5,19,male,7,20130903
OLe96qQE+KpaPBfR7bsVDnT0wjnyX5Z8Owa8Ti+2ReQ=,1,0,,7,20140322
TAS9QHlsdnZufOcgQjkPvV4l2ZSFRcEnFyP0nekruUw=,1,0,,7,20160712
WAzGQnjh5LuAqbW/2++baIFJWQknUon4ZyR9PdGgVII=,22,22,male,7,20141021
ZTklGSLWj/bJVWDyGkJUehZZLrLetLi0gT5haV9PWag=,5,27,male,4,20151102
lwsKdxUT6DroZI27PfQHmAwKozJkYgPq5YFfqlxLvaU=,5,29,female,7,20120507
npgI+vHV7Wpr2hsySvtFJTX0MzOG9AUzv25SITrvEbA=,1,0,,7,20160119
oY6TgM6ubc1/MW/QyEAaBoHjfpE/oyyaOCho0UfWRHI=,14,19,male,9,20070527
vJGuVvnJ0GOi9t5UzfFab5RuL7klvNafCOf1CauKbqE=,1,0,,7,20150902
w+Or/sjpA7X9Ev3aMWUsGxsnX3+I62EcuqP9zXN2QPU=,13,0,,7,20150805
y728AWWswWG7+18LxCJYGNFmMHCs0AHQ5um/dur02nA=,1,0,,7,20150818
+314+VUR+AnxgDy+g6fFVugtH+Px+IA1iF2Z6o90XCM=,1,0,,7,20160702
2O4vx4Mut/lHjgWB6IKZE7K/bAe38b1FVAOzEB96rI8=,1,0,,3,20131006
7oC2Ito2iGsW313o+nm41+Z9tGvC/wGtzG+evqUsSP4=,12,0,male,3,20141207
LMMVjWDdRJRf2/+HedmHP6m1gYuv/T7lBkmFSC2Q3EU=,1,0,,7,20110215
SyT06YbyG6yiltP3bCm8Lc+cLKLgIJCuDKkMJibQzrA=,1,0,,7,20160507
TO7c1GPLzUpHV7CrQNPN/aye6bgpHWkwHE2+WG+48jY=,10,26,female,7,20130730
U31GvRKRcZ19Z0pDgHiISANx+4fwql0SXiiTdY+toC8=,22,0,,3,20130218
VUS+EFadXPz24OyK3Fg6gr/Az0KdoKVOk63Hqyt1VaM=,1,0,,7,20170114
dyEZO1DpBS30Snsk3gcrWI3IR2tQA3nmE10Bpw5n7wI=,1,0,,3,20130414
fIKMclWTu9uwVE5vDzEP2GyXLGtyRVIda5YoCNWivEM=,1,0,,7,20131117
iht2MBhjbP40ccIAFXbNOWnKyeQUNBy9knlTW5Pn5us=,1,0,,7,20151012
jFt5mksNRpepktI16ZIxwL/7K92cC7UQsKstxdba3VM=,1,0,,7,20110321
kCTEdirJm/jqBEmpo3apvVjpADL9rb3dKr3QlGdIKwY=,22,22,male,9,20151127
tg2+jz+YsCztw3Bkj5hCpMzNSqDcXKLK3Ca6tjQCydw=,5,28,female,7,20150719
uJCkwhX40tGKARffc6TOK/VsjCunV4tvzq13NHPf6UM=,13,21,male,4,20160609
+6KodETinDioAsOrJjj1UH425xG3uM6N/bd49J15How=,1,0,,7,20130708
4SZBmxLz3PVAaViPNVnj4WoMobEjbRyZqXERh9eTuVc=,5,41,male,9,20120311
7KEEB9o6vp14LiR0K19Q+CGjhvWVIM92qdzJpV8Th/U=,1,0,,7,20160521
7uiyAlCozfpqbnuDcts6PtOjzX13N3vnoAq8zhfaK60=,1,0,,4,20160828
9odVjA6lR/sg/iDNm06f0nCh58SdMSJUV7nODE0IKiI=,9,24,male,7,20130422
BvFgAAeWWvoYJOfh97kGQRIWtgFRXlSPNS0WEdGr2Hc=,9,46,female,9,20060701
DSOnO935E7Pjd2ZpNETXC6SGmvTc0jDvoTNpKN+ddzc=,22,0,,4,20160613
F2RzP9ZxikbiFIGaKVt+k5pcCOsM2WgoEo8Mcl4VdFw=,1,0,,7,20130421
KMrqfIWmzT5yP3buNddS/CRvXzUXuLGeLvlzOK7IPi8=,1,0,,7,20160117
L9nEJXoefDodDjAgR3+71rI+2J2mxW1SWH/TZBbhFFc=,1,0,,7,20141128
aD5z5Rw3JbcY2jQp7UIv+vAKSebEeWFtKKjXZUTpTSw=,15,29,male,9,20060116
c4x5kR8h9BfLqXgf9ic/ofSPhbAPzuIDt6e8x3tmGLM=,1,0,,7,20160627
cJys6ViQ4GbE+Wpzn+SMfHfH/lEPANzazKCkVyDjpK8=,1,0,,7,20131203
loVSH3FhOPBYt6DB0HduuyaeDgflw+GgQ7MdSQYoIjU=,1,0,,7,20131123
tPS4lAI7fbyESESpoQB1EELzcQNSXpXVi9bXg9qUbDU=,1,0,,7,20151219
uYiMTaLgey0EIOsguv2tu/TG4kMqYh5pqHQTuuPscAQ=,1,0,,7,20160206
uouWo1YBLpTSvK7YRG6cIahLVTetOQy+sXcIKnEXSzk=,1,0,,7,20130523
wPNIryZSRFVRkrfKfJPl+LYZi26VT0fgyVgzrTsfcsQ=,4,25,male,3,20120201
wY2Px8kKRhDJV8RhgoFyhvpgNTMm/kPrbBxQdnr12WQ=,13,38,female,3,20120515
ya+KMACyA12dUgZS8wxsGoQumo89qFM8IcLYWOUcAMU=,5,19,male,7,20131201
1xxlCgpyTc0eJ7bWOqjIQ45MyU1QBybc7ENY5+i4/Fw=,1,0,,7,20160210
39J/LXnbmozVGhXlG+lRr/RuCPMeuyr5b7Tm/LjkwaM=,14,32,,9,20151025
8Cei7Y5z1l8h4yhLKrjgzRjsLdBgMd9JjOGPC26AYWE=,1,0,,7,20150501
ACrLCiTh8PeinNHROg3cOuqUnPhs0h6KpptOT9p9yuA=,1,0,,7,20130621
Eoz+pV1rn8Z00Np03/xNklgQ9JyDLPMZq+KJwTQ+TXo=,22,29,female,9,20080729
HMfYhZtqbozAF54FMMAOY3dxZi7tnMi+AebB0ba/1Y8=,15,0,,3,20130202
I2O8VufqI9yuGoC890k1S/oRavZfelgijrBl1bs8IP0=,1,0,,7,20120303
JP/CC3cee3wFX09X8bmXlsv8Xx5AuCgEoYpp5dADiyQ=,5,19,female,3,20121007
M/VfH092zEngapOLJKcVUOqxQwaf4UfwN0eoaGPSRMc=,1,0,,7,20151019
PTNZHCnGSIUXDXGtQ59WXCSkAqrDdbC+tWTvsgDvp3Q=,13,25,male,3,20121219
ReBJhYgrjWgJ7+QtOjHnfm8eJSJSxZ2bJovi4FykpOQ=,1,0,,7,20160202
UqjSuAJAGmcOHGSC9xWDOGTEEK9E35N/a1c4fmJF7xo=,5,22,female,3,20150129
Z1+aXRFnXGbWX5Z7f9+lzki2KA4ITM75GTTjpvyVDyw=,1,0,,7,20160225
dWRGHAKPLdAnt7AJIkrN+zZOARy51ZDVTtvPARnQIy8=,1,0,,7,20160203
iRUvNvPKk1AbrxvKuybszzN9VvPzA8OWXXIiyu07Su8=,1,0,,7,20160107
ncaYcci/UP7MCAShOPgpn0++LRn59NZm3B8BUy1ugmk=,22,27,male,3,20150329
neSpnS7pEU16UcNay80GtNNgkGBMmFIqacWMwqi43TY=,1,0,,7,20160825
rPzeqQidmN7OebOC8w5UMYH8ZpfAlfFRRX7UXGhPhMw=,5,25,female,9,20110323
sKshxup6jehqJ2tE0R3GsdAU3S5jmNz7MugtUOTOdWE=,1,0,,7,20161203
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,1,0,,7,20150227
R0FU5NxGk5fnoy3q2cJCpIDlv4W+clJ3kODiC14ppLI=,1,0,,7,20130726
YOXqhxr3Q3ybtnBvyAjUwxY02F8ckc9W906mgibhzd0=,1,0,,7,20150818
Z5KLUmv1lF4ogTDkga0YBQMcJC7MBO+FaChey1CyrFM=,5,28,female,7,20150818
hh4ZtrBGe4mqyvlbWAz/Rndhpn5+mkLnaPdQLxTlplA=,1,35,female,7,20101221
nLG6ULSGYp0qpUMQdmUqyVaSX+x5HOx6j3remHMbj38=,1,0,,7,20160414
/PUSx4+kDwMdSmZ7Kot1hMThgKA+4Lx7klIcEPczkgc=,1,0,,9,20160122
3BSSRD4jaULZL2QG+lmIqBbswjsFvx1fAauTdj767GY=,1,21,male,4,20160306
E/aJgUd8R4GUp5sdJ7XAhKy687iWCBi2h3rlIax07ME=,13,27,female,9,20120302
R4BmVHS7e7q+iICGz3AdH8llfPJKN9s69n4bp63hWEg=,1,0,,7,20141103
RsNvkEuGpvx14GmBwpC3Jebiiv6sWLve1XYu3Hv/Y5w=,1,0,,9,20160327
W45OrWzl4mvCVETkvESH19YbG3lOPpALCfHoO0Ogur0=,1,0,,7,20160829
WIHIi3brPvOjo1GsU5ldlJJw227V2CCigm1Qz1wUAKg=,1,0,,7,20151030
eiU18CZwX+tzG9Ror3JPcNs/xDSbjjzy+9H0a7/59tc=,1,0,,7,20150909
nGrX0fwp8ao5evRFVT2a3J0DLvHR4Ecl1iejiuaqCWc=,4,47,male,4,20151020
xSQkG+gtR8brx/33LFyQYQGgp2tiLKhRmDqVeK6InYE=,13,33,male,9,20150220
y7Mu7bMpEbBhvtQ4sjPRQe8XRZT4xYsVqyTwLAPMYXk=,13,37,male,9,20110312
3bVIj0VkEH+NGWsntNcr4sbpwA4TozztNycokxWNb5U=,1,0,,9,20141204
DxAV5HVD1IpFhIoGSl3sJPeOfe5DSk2kPxYnBvclsBw=,13,21,male,9,20150823
H1JWsfn/M3efaC/k5VL+WOe/X38x8nPZAZZ8jHhsGG4=,1,0,,7,20140621
OpRrE7NnG3c4JkdUuD2piLz6Qob99dfmDGHrLg2gI9I=,4,21,male,9,20070617
QoBxpYCuN5iwV7A67ktyEjbZGOlb3EwPJ3pcKFoPsgc=,21,20,male,9,20121104
Xmy5TdRi+zCWiVvtiLH5IKLskQF4giVDwtRp/NTiA04=,13,23,female,7,20120419
gXimF43CG9BTGJ3HW5KZTDSB9FD2lUm6dtUjPJabgLk=,15,32,female,9,20070423
jItBw/vc899LgBf2Hoo2z6cOAtbZ5XFHpJX9kqGOG/k=,22,0,,9,20151004
plNhoIw0JEgoj3ByncE22MYVIZQdPGvyBgbiBLWM+7w=,12,0,female,9,20140308
qo8Vqml8cS0H/GZo+6EesQb2AXx1r2hUIeotgK31+Bo=,1,0,,7,20170108
sfPFKfaYf5t/hVAfYtZKu8jKmXeXigahfUPvTKmTiIw=,15,38,female,9,20060120
xYtKDfm3zMnmSVrmSlIUBMFJ3A+acDsqh/V8Uqx6xYs=,1,0,,7,20130709
+s3jJdEWKI0aVm/aTtJjbl1/6m9T+Fdshe1opAtZTy8=,1,0,,7,20131106
0+s3q5GSv8n/qt3AyvHZoGJaImab5DGrIxgQQHoz9V4=,1,0,,7,20131106
05Hn9rNIh8IpAIaH0KJN9LU7vSkDWUyPx9WElYbb7fw=,1,20,female,4,20160201
0P6BPsWtOXSZFwsRb2ko96DL+8NQ82zleA+UFw1HVU4=,1,0,,7,20141231
JLZBKNm1KQRbE4sZpn4PaAIpSeRr7EGCehScUR3XznQ=,1,0,,7,20130417
MHsRguDB+Qu05QjR+MVy1+R7VVDWdOGIJk+U0lZITlM=,11,24,female,3,20150819
PmTGFxgq94oVGWaUw8tMbvPCALkwbRo9qqF+MQjpJaA=,13,20,male,9,20121111
eGMdw+sG095xYcPt9Sj8nwhArE07+BHS/6obHLQjHpQ=,5,0,,3,20131120
fZxYPyAxRe33LZrYPbiZeAvr3Zl3b+rEaSEkgDboNGQ=,1,0,,7,20130312
i6zqIohA9S6JY9oAa+kHT/z+EXRHGVJIwGT0mP9nrvw=,1,0,,7,20151127
mXARWWWJIwflSHA/I8j0C2UN4rUwugz0JEUYfLhb6Fg=,13,38,female,3,20140424
mgnZ6fjqKSyUHq+scdInvridtOlqHzLEopErkmwYsv4=,1,0,,7,20130624
wjfnxMgNk5S562UwXGkhY5vKGXO3nS5/QkMtVuNv+lM=,22,20,female,3,20150918
yX8Cjv1OfGmUp3RxJhrxPw7TiGIf5VnW3d7SaAWB8gE=,1,0,,7,20140426
3sn3uwFf6ScYjYefqJkMGekFIm9+yJ9TJuJ6VkqEIjM=,1,0,,7,20160131
87cQeuhrTycanfnhwiRR3b4PXNcuwoBpNU3T8OT46B8=,1,0,,7,20151203
8nadoP8PAJqjXkoNP26CgwPkDh9otyz/XHbszyK+2zo=,8,23,female,9,20141026
E5ZnXf9XhxgaJNjDji/DXSBarBryY95UiPqOnt74d0I=,1,0,,7,20160512
RcjSQCkioOO0b2DskmgrwZeC26sE7JvLzi6tqdfqTBI=,5,22,male,9,20150312
SuXWVM0kqkGLANGNYhEt6F+yB8iOccRx0opmrjJvS7s=,22,36,female,4,20151128
V2+MR1q2t52tKPIjNrbzpdTdPQsVtmSzfiwInFu51+E=,22,28,male,9,20140130
VDi0+mx/1Kz0Hj/QXOJi0RnXCeb0Ud45d6Hk7OCoT2U=,13,41,female,9,20080827
W7xSKbknx4pLYM4UchE4bT+qPRPik8DLs84uMuGqlXI=,1,0,,7,20151027
dXsQksyueOW/Qr0q5AO1tHNxX0AszzuSE7ZmwrGJZc0=,1,0,,7,20161029
k+k+10sM3a437rEhitbKO/x8R55wllqM8jHWmwTL6Bc=,1,0,,7,20150709
ng3U+RYZXzcmUAhVNp8BSwln08zr7eZ5C3bdc6ZKqns=,9,51,male,9,20120109
oWBeoBsfCL2b8B9358/61WA7arAFHTeb9SRX2zbwGeY=,1,0,,7,20121004
q8tJ2/MqGA+Ps8ZTSe7E/w7xd6Sqhq/Dj4QRdUSKRs0=,14,19,male,3,20161003
ymoJ+eS4utdBSb599KVOlEbHlxaWsfpOOdLx3VsmDBs=,4,22,female,3,20130123
1p4V9/WEUqCGuyfLlIxSyTUwembRfnyfb2fXFcHialM=,4,25,female,7,20140213
7peM5WUJtkr1njSk0c/eaa9sZ5WLC2cZGlwmn1bDpcU=,21,17,male,3,20141010
8xAy4oQ0quNxxQ+eDH2IFbYjhV117PZoZ/EgyVZywho=,15,35,female,4,20160320
A77ajF8y/jTvlr05uAqOK2QFSUD2L0kfysHm7wEYF3c=,1,0,,7,20110505
Hg+eBkBW6azCwOEvkKlbk+YkH2zqjJN/0ELiKvQge3k=,1,0,,7,20120105
J4Ogx7vzTJ4LtFgj9nAUofyqhd+nHT8CyAqSUBFYO0c=,12,20,female,9,20130615
MgSYgpjYYDZ6g8q7zWMGLKu++ZGsZvwUFb0ovarM+aw=,1,0,,7,20131221
N1BwlVa091lRr7zpJsEO8UoVfJBYmOvPGv8KY6hWMPE=,13,0,,4,20160105
TOHQaprxSoULmtgljAhVutwTy8HsUU4iOV2QZYmTN6k=,1,0,,7,20151129
bIcDWRiFWFmuyQrOJ/J2neZ9JcQdtHqYdwWeR9yFiCo=,13,33,female,7,20110105
l12j05udaxMH37qBEH8OdOE0uJTV+IABlbZAOFeAX+E=,15,32,female,9,20070209
lIn5rdz+aBMW/5RX3ONAFIy32o7qkH3g7yvAVQRrTSw=,6,27,male,9,20080717
mOXHEPE7lNe9T/B0PCTK9gI/qTx87GG1CeVIkmzzPWg=,18,34,male,9,20081224
wfnZyomLQlOdshMqLExmb96+Yo3cAJP2rjZhBwvTEKk=,6,24,male,9,20070419
/0E+WcqOmQrb7ZtFCAQRLPT2Q8mmChn2dec5t6I251Q=,4,23,female,9,20160122
6BNXPisPwGDKjiTRQcEZSbP+BMyNQLMga9CxVcRW+14=,1,0,,7,20161023
XmUTeZ4QHM+fHZ9FnWCpC+/5If/gFLs27wvdf6UamZU=,1,0,,7,20150912
d43dIsWkGbh7QnWKQ+uFyvsyR77m7pMxdy0KKW398NQ=,12,24,male,7,20140611
dTHRkWNyBt8f3eieJu3ehBGKyfWZib96Cz0/oBqXaqo=,6,0,,9,20160411
gKHSe9FdqpJZfyHfuUuQ2NC5nIzBRZejtgBjc6g0h7c=,1,0,,7,20131209
kowAEUsB09RI5odQY+RpDepHVkC8+Agi2ZF8MTV3SbM=,1,0,,7,20151114
n7xgXeNHLIudrc0IeH1G7ork+b8L6cLjxxs1Cghn5Zk=,13,23,female,3,20130118
p13cuzTklM0wXgS4r7yPb3aHsKXUcPbkZuKm5MdbNJA=,13,31,male,3,20141108
tO99kpRKqV1NTNSVSuZy8ktRKXDhrJ8V4Kh0WF2fW/0=,1,0,,7,20130731
3H+VA+/f3wm/jQkbM7xeG9W+LBmun7QFMC42mzneni8=,22,22,male,9,20150607
4Vl8NBSknbUQdpZ+2U4gxoGZOMP+tlK6QoswRQwe+Pg=,1,0,,7,20110425
5TC99e58fcAQXtS1KFaU56M2dnsCJkKklsiSdicgEIU=,4,31,female,9,20080831
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,22,26,male,7,20110628
9DQAXbmzXOQRNzm8ZENGwEO+a/sZaYFGdg0S5rvE/rc=,1,0,,7,20160425
CEsGnfK3c+PIhUhRcikG6QC+UpVZNw+bVdP7WWIr80w=,8,36,male,9,20060304
J1Eg24R5ycEXFxwiN4XOkWKSZMr040rrPcjk8OqB1Ko=,1,0,,7,20160117
RgWAQSlZhW/j0k5FIou60Hzf32DZasHFpmGVO1Srhos=,13,37,male,9,20111207
S55h6e5yZckTE1YXPtRM4WiI2w9Ymgv5LaWeXzLpbOg=,15,0,,9,20160816
